origin_dist,dest_dist,obs,gan,diff,pct_diff
18,9,13,11.713941,-1.2860593795776367,-0.09892764458289513
18,15,12,27.382584,15.382583618164062,1.2818819681803386
18,16,1,0.2518297,-0.7481702864170074,-0.7481702864170074
18,18,15,4.015631,-10.984368801116943,-0.7322912534077962
18,23,10,6.457573,-3.5424270629882812,-0.35424270629882815
18,24,3,1.1729553,-1.8270447254180908,-0.6090149084726969
19,1,9,9.201914,0.20191383361816406,0.02243487040201823
19,2,2,0.5248817,-1.4751182794570923,-0.7375591397285461
19,3,5,10.704194,5.704194068908691,1.1408388137817382
19,4,4,0.24130641,-3.758693590760231,-0.9396733976900578
19,5,14,9.022269,-4.977730751037598,-0.35555219650268555
19,7,3,0.5533257,-2.4466742873191833,-0.8155580957730612
19,9,13,7.8095512,-5.190448760986328,-0.3992652893066406
19,10,3,12.25694,9.256939888000488,3.085646629333496
19,11,1,0.24581073,-0.7541892677545547,-0.7541892677545547
19,12,18,17.092602,-0.9073982238769531,-0.05041101243760851
19,14,50,89.10875,39.10874938964844,0.7821749877929688
19,15,4,0.9639915,-3.0360084772109985,-0.7590021193027496
19,18,1,0.014838449,-0.9851615512743592,-0.9851615512743592
