"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements"
1046,"Internal",1,2,4,52429.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,8,0.00,0.00,0.00,0.00,7,1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,,,,,,,26,0.00,0.00,72,0.00,0.00,73.5786,0
1047,"Internal",674,1678.00,3,52429.00,54.7676,28.1287,17.1037,173,245,111,81,31,28,5,0.00,0.00,0.00,,42,,21,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,3,1,0.00,2,0.00,1,1,8,18,0.00,0.00,0.00,,,,,,,27.5,7.5,0.5,23.5,8,0.00,33.3333,0
1048,"Internal",111,326,0.00,92083.00,69.9386,25.7669,4.29448,13,45,22,14,6,6,5,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
1049,"Internal",315,1052.00,0.00,70972.00,57.6996,28.9924,13.308,52,73,57,52,37,18,26,0.00,0.00,0.00,,27,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,25,0.00,180,0.00,0.00,0.00,31,0.00,0.00,0.00,0.00,25,127,0.00,0.00,0.00,0.00,,,,,,,182.5,2.5,7.5,48.5,152,0.00,15.625,0
1050,"Internal",59,178,0.00,58684.00,53.3708,39.8876,6.74157,8,26,3,9,8,2,3,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,9,10,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,10.7,45,0.00,24.5902,0
1051,"Internal",272,769,16,133393.00,60.8583,22.8869,16.2549,40,109,44,37,25,13,4,0.00,0.00,0.00,,19,,0.00,0.00,0.00,7,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,4.5,3.5,0.4,1.6,0.00,0.00,23.4375,0
1052,"Internal",196,621,0.00,70972.00,50.8857,32.3672,16.7472,43,41,42,21,20,17,12,0.00,0.00,0.00,,14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,25,0
1053,"Internal",440,1395.00,0.00,91985.00,56.6308,29.5341,13.8351,85,103,72,73,62,29,16,0.00,0.00,0.00,,36,,0.00,0.00,0.00,13,0.00,0.00,0.00,0.00,15,18,0.00,1,0.00,0.00,5,0.00,0.00,0.00,0.00,7,8,45,1,0.00,0.00,0.00,,,,,,,7.5,6.5,3.8,17.2,78,0.00,25,0
1054,"Internal",69,209,0.00,58684.00,55.5024,33.4928,11.0048,12,24,7,13,5,5,3,512,0.00,0.00,,6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,21.6,32.4,0.00,512,37.5,0
1055,"Internal",205,543,0.00,129611.00,61.8785,25.9669,12.1547,56,55,46,18,17,9,4,0.00,0.00,0.00,,23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,,,,,,,1,0.00,0.00,1,3,0.00,100,0
1056,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,284,0.00,0.00,0.00,135,0.00,0.00,22,0.00,0.00,76,15,0.00,2,11,0.00,0.00,0.00,0.00,,,,,,,419,76,6.6,32.4,11,0.00,45.0082,0
1057,"Internal",182,595,0.00,70250.00,57.1429,30.4202,12.437,32,46,35,26,10,19,14,0.00,0.00,0.00,,14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,1,0.00,0.00,45.0082,0
1058,"Internal",210,699,0.00,58684.00,56.9385,35.4793,7.58226,45,36,35,22,48,19,5,0.00,0.00,0.00,,21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,1.7,13,0.00,0.00,0
1059,"Internal",264,776,0.00,133393.00,61.4691,20.6186,17.9124,16,125,52,35,14,10,12,0.00,0.00,0.00,,19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,5,0.00,0.00,10,52,0.00,0.00,0.00,0.00,,,,,,,0.00,5,3,8,52,0.00,13.1579,0
1060,"Internal",198,642,0.00,58684.00,58.7227,31.3084,9.96885,18,59,45,34,25,9,8,0.00,0.00,0.00,,14,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,1,5,0.00,20,0.00,0.00,0.00,3,25,1,0.00,0.00,,,,,,,2.5,23.5,0.00,33,3,0.00,15.3846,0
1061,"Internal",341,677,0.00,107222.00,51.6987,28.9513,19.3501,200,26,70,21,17,3,4,0.00,0.00,0.00,,23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,5,32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,2,0.00,0.00,37,0.00,0.00,64,0
1062,"Internal",117,392,0.00,89545.00,58.1633,28.5714,13.2653,17,24,35,13,10,6,12,0.00,0.00,0.00,,9,,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,5,5,0.00,0.00,0.00,0.00,28.5714,0
1063,"Internal",375,1121.00,0.00,56944.00,56.4674,29.6164,13.9161,78,114,55,49,37,25,17,0.00,0.00,0.00,,25,,0.00,0.00,0.00,11,0.00,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,21,0.00,0.00,,,,,,,18.5,26.5,0.00,2,0.00,0.00,56,0
1064,"Internal",362,1179.00,0.00,70250.00,53.6896,31.3825,14.9279,47,117,55,50,47,24,22,0.00,0.00,0.00,,23,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,,,,,,,0.00,10,0.00,0.00,1,0.00,75,0
1065,"Internal",54,146,0.00,133393.00,53.4247,26.0274,20.5479,12,19,7,10,2,3,1,0.00,2454.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,71.2,106.8,0.00,2454.00,100,0
1066,"Internal",373,1111.00,0.00,90071.00,57.4257,28.0828,14.4914,74,117,58,49,35,22,18,0.00,0.00,0.00,,27,,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,6,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,,,,,,,8,2,0.00,7,21,0.00,19.3548,0
1067,"Internal",60,160,0.00,97992.00,54.375,11.875,33.75,10,25,9,9,5,2,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,1,0.00,0.00,0.00,0.00,45.0082,0
1068,"Internal",171,626,0.00,76625.00,54.9521,29.8722,15.1757,15,41,27,35,24,15,14,0.00,0.00,0.00,,10,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1069,"Internal",398,1242.00,0.00,89545.00,61.1111,27.6973,11.1916,72,110,69,55,49,23,20,0.00,0.00,0.00,,30,,0.00,0.00,0.00,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,13,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,5,18,0.00,6,0.00,0.00,60,0
1070,"Internal",542,1562.00,0.00,97973.00,63.4443,20.3585,16.1972,88,188,91,100,38,24,13,744,0.00,0.00,,37,,0.00,0.00,0.00,46,0.00,0.00,0.00,0.00,92,40,0.00,84,0.00,13,0.00,39,0.00,13,57,37,57,300,44,0.00,0.00,0.00,,,,,,,107,36,47.3,199.7,432,744,35.4478,0
1071,"Internal",181,502,0.00,76625.00,56.1753,32.6693,11.1554,50,47,26,25,22,7,4,0.00,0.00,0.00,,10,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,7,6,0.00,0.00,0.00,0.00,11.1111,0
1072,"Internal",216,598,0.00,76625.00,61.5385,26.5886,11.8729,33,91,38,26,11,9,8,425,0.00,0.00,,21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,51,7,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,20,21.8,36.2,0.00,425,0.00,0
1073,"Internal",202,613,0.00,90071.00,53.6705,30.1794,16.1501,22,69,44,32,22,8,5,0.00,0.00,0.00,,16,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0
1074,"Internal",213,618,0.00,56944.00,54.0453,25.89,20.0647,52,54,32,39,19,8,9,402,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,24.8,40.2,0.00,402,75,0
1075,"Internal",474,1397.00,0.00,79659.00,62.6342,26.9864,10.3794,75,151,94,82,42,10,20,0.00,0.00,0.00,,40,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,0.7,9,0.00,18.75,0
1077,"Internal",217,551,8,87229.00,55.5354,15.245,29.2196,61,78,30,17,15,11,5,0.00,0.00,0.00,,17,,0.00,0.00,0.00,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0.00,0.00,0.00,1,0.00,0.00,8,0.00,0.00,0.00,,,,,,,6.5,6.5,0.2,10.8,0.00,0.00,62.963,0
1078,"Internal",242,554,0.00,97992.00,50,14.2599,35.7401,64,116,24,16,14,4,4,0.00,0.00,0.00,,12,,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,,,,,,,2.5,2.5,0.00,0.00,1,0.00,53.3333,0
1079,"Internal",308,936,0.00,94118.00,54.9145,29.8077,15.2778,36,108,61,46,33,16,8,0.00,0.00,0.00,,23,,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,36,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,4,4,7.2,29.8,0.00,0.00,27.027,0
1080,"Internal",287,911,0.00,94118.00,62.0198,28.5401,9.44018,52,70,40,60,38,20,7,1028.00,0.00,0.00,,19,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,3,0.00,36,54,0.00,1028.00,100,0
1101,"Internal",306,773,0.00,90750.00,65.4592,26.0026,8.53816,87,101,54,28,17,8,11,0.00,0.00,0.00,,14,,0.00,0.00,0.00,51,3,129,0.00,286,17,7,38,44,0.00,0.00,33,6,0.00,92,0.00,55,5,22,7,0.00,0.00,0.00,,,,,,,525.5,117.5,12.5,93.5,46,0.00,57.5672,0
1102,"Internal",342,845,0.00,63900.00,64.0237,21.5385,14.4379,89,122,64,32,21,11,3,256,0.00,0.00,,20,,0.00,0.00,0.00,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,1,44,0.00,0.00,0.00,6,0.00,0.00,0.00,,,,,,,8,9,17.6,37.4,0.00,256,64.2857,0
1103,"Internal",316,878,0.00,88167.00,60.82,23.918,15.262,59,114,56,42,26,8,11,0.00,0.00,0.00,,19,,0.00,0.00,0.00,153,3,3,0.00,34,6,3,0.00,0.00,2,1,0.00,5,0.00,140,0.00,0.00,6,28,21,0.00,0.00,0.00,,,,,,,116.5,216.5,1.8,33.2,37,0.00,46.3855,0
1104,"Internal",4,12,14,90750.00,75,25,0.00,0.00,2,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,8,0.00,0.00,3,0.00,0.00,45.0082,0
1105,"Internal",534,1336.00,0.00,112679.00,53.2934,20.3593,26.3473,95,251,78,62,38,3,7,0.00,0.00,0.00,,27,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,0.00,305,1,0.00,3,17,0.00,0.00,0.00,0.00,,,,,,,1,306,1.3,5.7,17,0.00,8.68762,0
1106,"Internal",71,200,0.00,90750.00,51,25.5,23.5,5,31,20,7,4,3,1,0.00,0.00,0.00,,4,,1,0.00,0.00,2,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,3,21,0.00,1,0.00,0.00,17.6471,0
1107,"Internal",399,1091.00,0.00,78417.00,56.7369,23.923,19.3401,58,168,68,64,21,8,12,0.00,0.00,0.00,,19,,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,3.5,3.5,0.00,0.00,0.00,0.00,33.3333,0
1108,"Internal",357,897,0.00,117875.00,57.0792,23.2999,19.621,83,134,62,42,26,8,2,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,6,0.00,0.00,46.1538,0
1109,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57,17,0.00,0.00,0.00,0.00,24,1,2,0.00,0.00,31,16,81,9,0.00,0.00,0.00,,,,,,,0.00,2,11,70,155,0.00,45.0082,0
1110,"Internal",387,833,0.00,58113.00,72.0288,19.928,8.04322,142,132,59,33,12,5,4,0.00,0.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,2,0.00,0.00,7,0.00,16.9643,0
1111,"Internal",498,1171.00,0.00,103514.00,57.7284,19.3851,22.8864,137,199,71,58,13,14,6,0.00,0.00,0.00,,19,,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,5.5,5.5,0.00,9,0.00,0.00,100,0
1112,"Internal",593,1197.00,0.00,60263.00,71.0944,10.5263,18.3793,250,203,64,49,14,8,5,0.00,0.00,0.00,,29,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,2,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.5,0.5,0.4,4.6,0.00,0.00,55.5556,0
1113,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,20,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.9,2.1,20,0.00,45.0082,0
1114,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1115,"Internal",776,1797.00,0.00,51925.00,66.778,20.9794,12.2426,284,219,130,76,34,20,13,0.00,0.00,0.00,,32,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1,0.00,0.00,39,0.00,0.00,56.5217,0
1116,"Internal",2,7,0.00,90750.00,28.5714,28.5714,42.8571,0.00,0.00,1,1,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
1117,"Internal",5,10,0.00,103514.00,70,10,20,1,3,1,0.00,0.00,0.00,0.00,452,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,21.2,31.8,0.00,452,60,0
1118,"Internal",86,220,0.00,111250.00,46.8182,18.1818,35,13,36,24,8,1,2,2,0.00,0.00,0.00,,5,,0.00,0.00,0.00,62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,24,0.00,0.00,0.00,0.00,,,,,,,31,31,1.5,3.5,24,0.00,90.9091,0
1119,"Internal",433,966,0.00,111250.00,41.2008,8.90269,49.8965,102,217,62,29,13,7,3,0.00,0.00,0.00,,17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,0.00,0.00,9,46,1,10,0.00,0.00,,,,,,,1,18,2.7,7.3,46,0.00,64.3678,0
1120,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1121,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,33.3333,0
1122,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1123,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1124,"Internal",223,546,0.00,91480.00,54.2125,14.4689,31.3187,38,126,16,25,5,8,5,247,0.00,0.00,,11,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,39,0.00,0.00,0.00,13,0.00,0.00,0.00,,,,,,,0.00,0.00,15.6,38.4,0.00,247,70,0
1125,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1126,"Internal",532,1242.00,0.00,117891.00,47.1014,14.5733,38.3253,84,301,75,46,12,11,3,0.00,0.00,0.00,,24,,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,0.00,0.00,0.00,3,0.00,1,22,0.00,0.00,0.00,,,,,,,1.5,1.5,0.6,38.4,1,0.00,63.4921,0
1127,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1128,"Internal",13,32,0.00,117380.00,50,21.875,28.125,2,6,2,3,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1129,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1130,"Internal",1,2,0.00,117891.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1131,"Internal",1,2,0.00,117891.00,50,50,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1201,"Internal",179,489,0.00,89145.00,60.1227,23.5174,16.3599,33,63,35,29,10,4,5,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
1202,"Internal",180,482,0.00,90071.00,58.0913,27.3859,14.5228,54,45,25,35,11,2,8,0.00,0.00,0.00,,4,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,26,0.00,0.00,75,0
1203,"Internal",98,200,0.00,90071.00,60.5,20,19.5,46,29,10,5,4,2,2,0.00,0.00,0.00,,3,,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,3.5,4.5,0.00,0.00,0.00,0.00,50,0
