"TAZ","Type","HH","HH_POP","GQPop","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","HHOF1","HHOF2","HHOF3","HHOF4","HHOF5","HHOF6","HHOF7","Elem","High","College","StudGQ_UNR","StudOff_UNR","BuildingS_UNR","NAICS11","NAICS21","NAICS22","NAICS23","NAICS31","NAICS32","NAICS33","NAICS42","NAICS44","NAICS45","NAICS48","NAICS49","NAICS51","NAICS52","NAICS53","NAICS54","NAICS55","NAICS56","NAICS61","NAICS62","NAICS71","NAICS72","NAICS81","NAICS92","NAICS99","HotelRms","AWDT","IEEI_Distance","PCT_AUTO_EE","PCT_AUTO_IEEI","PCT_TRK_EE","PCT_TRK_IEEI","Industry","Office","Service_RateHigh","Service_RateLow","Retail","K12","PctHighPay","Enplanements"
164,"Internal",2,8,0.00,47273.00,62.5,0.00,37.5,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,64,329,2,0.00,0.00,27,,,,,,,0.00,0.00,19.2,54.8,335,0.00,19.8795,0
165,"Internal",397,793,0.00,37172.00,66.7087,16.6456,16.6456,164,151,40,19,9,12,2,0.00,0.00,0.00,,14,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54,0.00,0.00,0.00,0.00,0.00,1,8,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.3,54.7,8,0.00,46.6667,0
166,"Internal",72,160,0.00,37172.00,75,11.875,13.125,28,27,3,8,2,1,3,0.00,0.00,0.00,,8,,0.00,0.00,0.00,1,0.00,0.00,2,0.00,2,0.00,0.00,0.00,33,0.00,0.00,8,0.00,40,0.00,86,3,15,11,0.00,0.00,0.00,,,,,,,2.5,40.5,18.1,122.9,17,0.00,51.8325,0
167,"Internal",0.00,0.00,111,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,383,0.00,53,0.00,5,7,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57,0.00,0.00,5,25,21,0.00,0.00,0.00,,,,,,,249.5,248.5,1.5,24.5,45,0.00,59.9424,0
168,"Internal",110,235,47,37172.00,71.0638,12.766,16.1702,49,23,20,13,2,3,0.00,0.00,0.00,0.00,,6,,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,8,0.00,23,0.00,318,2,9,8,16,0.00,0.00,,,,,,,4,43,64.2,274.8,9,0.00,48.423,0
169,"Internal",403,723,14,44753.00,62.9322,13.0014,24.0664,220,104,47,16,8,6,2,0.00,0.00,0.00,,25,,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,15,5,36,21,0.00,157,2,15,8,0.00,3,0.00,,,,,,,3.5,63.5,32,157,15,0.00,25.7895,0
170,"Internal",90,236,0.00,25437.00,71.6102,20.339,8.05085,30,24,14,7,6,5,4,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,93,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,8,42,5,0.00,0.00,97,,,,,,,93,5,2.4,10.6,44,0.00,0.00,0
171,"Internal",122,150,0.00,25437.00,66,13.3333,20.6667,96,25,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,,4,,0.00,0.00,0.00,93,7,0.00,0.00,41,26,14,18,0.00,0.00,0.00,0.00,91,0.00,2,0.00,1,107,552,59,0.00,0.00,283,,,,,,,112.5,48.5,32.3,225.7,592,0.00,40.678,0
172,"Internal",287,569,7,33364.00,71.1775,14.2355,14.587,146,73,26,24,9,5,4,0.00,0.00,0.00,,19,,0.00,0.00,0.00,117,0.00,0.00,0.00,23,7,18,6,0.00,2,18,45,33,0.00,152,0.00,118,5,22,10,36,0.00,0.00,,,,,,,87.5,246.5,25.1,205.9,47,0.00,30.9091,0
173,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,0.00,0.00,0.00,0.00,5,3470.00,0.00,130,0.00,4904.00,49,253,17,0.00,0.00,0.00,,,,,,,0.00,130,995.5,7449.50,274,0.00,61.1963,0
174,"Internal",0.00,0.00,100,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,23,18,0.00,0.00,37,0.00,0.00,0.00,0.00,5,0.00,103,0.00,3,5,0.00,0.00,0.00,,,,,,,9,5,20.6,124.4,44,0.00,51.2397,0
175,"Internal",180,349,0.00,24313.00,63.0372,18.9112,18.0516,78,70,13,7,8,4,0.00,0.00,0.00,0.00,,11,,0.00,2,24,108,3,0.00,0.00,0.00,68,2,0.00,0.00,0.00,21,20,6,0.00,101,0.00,18,57,298,54,0.00,0.00,0.00,,,,,,,83,155,20.7,155.3,368,0.00,38.1346,0
176,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,0.00,0.00,0.00,0.00,0.00,2,0.00,3,0.00,36,0.00,1,53,0.00,0.00,0.00,,,,,,,0.00,3,7.2,83.8,15,0.00,59.7561,0
177,"Internal",1,2,219,25437.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,11,0.00,0.00,5,20,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,259,0.00,5,5,22,20,0.00,0.00,0.00,,,,,,,30.5,264.5,2.5,27.5,32,0.00,81.8182,0
178,"Internal",227,468,187,67816.00,50.4273,15.1709,34.4017,123,39,32,13,6,9,5,0.00,0.00,0.00,,11,,9,0.00,0.00,197,230,0.00,0.00,0.00,11,0.00,0.00,0.00,7,0.00,3,0.00,0.00,0.00,13,197,15,75,29,0.00,0.00,0.00,,,,,,,337.5,98.5,49.1,214.9,86,0.00,64.784,0
179,"Internal",52,76,0.00,25437.00,65.7895,5.26316,28.9474,37,9,4,1,1,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,123,0.00,0.00,0.00,0.00,0.00,16,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,1,3,15,0.00,0.00,0.00,,,,,,,61.5,61.5,0.3,20.7,19,0.00,45.6954,0
180,"Internal",3,6,109,25000.00,,,,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,10,,0.00,0.00,0.00,261,0.00,0.00,3,8,25,20,10,0.00,0.00,5,7,69,0.00,14,0.00,0.00,0.00,0.00,32,0.00,0.00,0.00,,,,,,,151.5,144.5,0.00,113,45,0.00,65.6642,0
181,"Internal",4,7,0.00,25000.00,57.1429,28.5714,14.2857,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,6,28,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,30,255,0.00,0.00,,,,,,,28,262,0.00,30,11,0.00,62.3188,0
182,"Internal",8,22,28,25000.00,59.0909,18.1818,22.7273,1,3,3,0.00,0.00,1,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,114,0.00,0.00,2,1,0.00,0.00,,,,,,,0.00,1,22.8,98.2,0.00,0.00,56.25,0
183,"Internal",5,10,0.00,25000.00,50,30,20,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,102,0.00,0.00,2,0.00,16,13,0.00,0.00,0.00,0.00,2,1,0.00,0.00,0.00,0.00,5,22,23,0.00,0.00,0.00,,,,,,,53,51,1.5,29.5,51,0.00,59.6491,0
201,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,51,0.00,26,0
202,"Internal",165,393,24,71506.00,57.7608,22.1374,20.1018,56,55,24,10,8,9,3,0.00,0.00,0.00,,11,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,7,32,0.00,0.00,0.00,0.00,,,,,,,0.5,0.5,2.1,5.9,32,0.00,6.94444,0
203,"Internal",92,164,1143.00,71506.00,76.2195,9.14634,14.6341,54,18,10,6,4,0.00,0.00,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34,0.00,0.00,1,0.00,0.00,2,0.00,0.00,0.00,0.00,57,296,1,0.00,0.00,27,,,,,,,0.00,0.00,17.1,43.9,330,0.00,18.4524,0
204,"Internal",88,168,0.00,27182.00,66.0714,14.2857,19.6429,34,37,11,3,3,0.00,0.00,0.00,0.00,0.00,,5,,0.00,0.00,0.00,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,0.00,0.00,2681.00,0.00,0.00,0.00,3,0.00,0.00,0.00,,,,,,,14.5,14.5,1072.40,1625.60,0.00,0.00,66.0583,0
205,"Internal",17,38,0.00,90071.00,73.6842,21.0526,5.26316,3,7,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
206,"Internal",1,2,752,90071.00,100,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19536.00,3055.14,0.00,220,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,37,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,2829.00,0.00,5,26,1,0.00,0.00,0.00,,,,,,,0.5,0.5,1133.10,1702.90,63,0.00,34.7826,0
207,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32,0.00,0.00,,,,,,,0.00,32,0.00,0.00,0.00,0.00,92.8571,0
208,"Internal",77,217,0.00,30638.00,49.7696,22.5806,27.6498,19,18,13,16,7,4,0.00,0.00,0.00,0.00,,6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,16,0.00,0.00,73,3,18,0.00,0.00,0.00,142,,,,,,,0.00,16,15.5,62.5,18,0.00,25.4237,0
209,"Internal",62,167,0.00,90071.00,72.4551,17.9641,9.58084,10,29,3,15,2,1,2,0.00,0.00,0.00,,6,,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,1.5,1.5,0.00,0.00,0.00,0.00,33.3333,0
210,"Internal",505,890,0.00,30638.00,67.8652,15.9551,16.1798,327,85,29,34,15,10,5,0.00,0.00,0.00,,24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,0.00,0.00,0.00,0.00,0.00,7,33,6,0.00,0.00,0.00,,,,,,,0.00,0.00,2.1,21.9,33,0.00,15.3846,0
211,"Internal",132,261,0.00,23847.00,60.5364,30.2682,9.1954,57,36,26,12,0.00,1,0.00,579,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,60,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,2,24,37,0.00,579,71.3542,0
212,"Internal",354,871,1201.00,27182.00,51.6648,39.7245,8.61079,113,96,60,49,26,10,0.00,744,0.00,0.00,,22,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15,2,0.00,0.00,0.00,0.00,0.00,6,2,0.00,3,100,3,28,141,0.00,0.00,0.00,0.00,,,,,,,15,3,49,90,143,744,66.2162,0
213,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,5,21,0.00,3478.00,0.00,0.00,,,,,,,0.00,3478.00,1.5,5.5,21,0.00,90.4762,0
214,"Internal",637,1352.00,0.00,90071.00,84.3935,11.7604,3.84615,306,128,95,41,61,6,0.00,0.00,0.00,0.00,,58,,1,0.00,0.00,16,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,46,2,40,16,0.00,60,30,24,77,397,13,0.00,0.00,73,,,,,,,9,68,39.9,208.1,400,0.00,36.338,0
215,"Internal",119,278,0.00,66276.00,56.4748,35.9712,7.55396,41,34,20,15,6,2,1,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,21,0.00,0.00,21.2121,0
216,"Internal",503,1232.00,8,23847.00,61.7695,23.2955,14.9351,228,85,53,50,56,22,9,0.00,0.00,0.00,,29,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,0.00,0.00,6,0.00,1,0.00,0.00,23,0.00,0.00,0.00,,,,,,,0.00,6,0.2,30.8,0.00,0.00,0.00,0
217,"Internal",257,765,4,37361.00,48.2353,38.6928,13.0719,52,73,36,47,27,18,4,921,0.00,0.00,,14,,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119,0.00,0.00,0.00,121,0.00,0.00,0.00,0.00,88,0.00,0.00,,,,,,,1.5,89.5,48.4,191.6,0.00,921,76.4706,0
218,"Internal",174,352,5,90071.00,69.8864,28.9773,1.13636,67,55,35,16,0.00,1,0.00,0.00,0.00,0.00,,14,330,0.00,0.00,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,84,7,13,0.00,0.00,56,2829.00,0.00,15,77,2,100,0.00,0.00,,,,,,,3,157,1136.10,1813.90,77,0.00,71.3504,0
219,"Internal",528,1359.00,0.00,66276.00,57.9102,33.6277,8.4621,145,142,109,86,26,11,9,0.00,0.00,0.00,,30,,0.00,0.00,0.00,26,7,21,11,1,23,10,0.00,0.00,0.00,0.00,17,0.00,0.00,0.00,48,0.00,3,18,30,0.00,0.00,0.00,,,,,,,53,13,20.1,77.9,51,0.00,22.449,0
220,"Internal",309,1017.00,17,62702.00,57.1288,32.2517,10.6195,53,68,60,51,34,27,16,0.00,0.00,0.00,,28,,0.00,0.00,0.00,34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,17,17,0.00,0.00,0.00,0.00,52.6316,0
221,"Internal",256,679,15,67262.00,54.6392,32.6951,12.6657,68,75,44,38,13,14,4,0.00,0.00,0.00,,17,,0.00,0.00,0.00,44,0.00,0.00,2,0.00,11,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,8,0.00,0.00,2,11,10,0.00,0.00,0.00,,,,,,,24,30,0.6,16.4,22,0.00,18.75,0
222,"Internal",365,1028.00,0.00,45000.00,74.3191,22.3735,3.30739,74,81,91,90,18,8,3,0.00,0.00,0.00,,39,,14,0.00,0.00,64,0.00,0.00,0.00,47,0.00,5,1,0.00,0.00,0.00,24,20,0.00,3,0.00,0.00,7,34,39,0.00,0.00,0.00,,,,,,,94,35,2.1,87.9,39,0.00,48.7261,0
223,"Internal",536,1447.00,0.00,31250.00,61.161,33.1721,5.6669,148,159,85,60,43,16,25,0.00,0.00,0.00,,31,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,11,1,0.00,0.00,0.00,0.00,9,0.00,0.00,1,0.00,0.00,0.00,0.00,20,0.00,0.00,0.00,,,,,,,1,2,0.00,29,12,0.00,33.3333,0
224,"Internal",108,291,0.00,67262.00,60.4811,22.6804,16.8385,33,31,9,12,17,6,0.00,0.00,0.00,0.00,,8,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
225,"Internal",193,533,0.00,45000.00,63.4146,29.0807,7.50469,37,61,38,34,14,9,0.00,0.00,0.00,0.00,,12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,45.0082,0
226,"Internal",204,477,0.00,36648.00,71.6981,24.3187,3.98323,67,65,27,31,10,3,1,0.00,1696.00,0.00,,13,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,10,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,6,31,23,0.00,0.00,0.00,,,,,,,0.00,0.00,1.8,28.2,48,1696.00,20.5882,0
301,"Internal",9,15,0.00,52188.00,86.6667,6.66667,6.66667,5,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,2,0.00,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,15,46,34,0.00,6,20,2,11,57,5,1963.00,0.00,0.00,,,,,,,9.5,1973.50,11.7,131.3,57,0.00,75.7249,0
302,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2,,0.00,2,9,3,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,92,59,194,1,28,0.00,64,10,51,40,0.00,0.00,0.00,,,,,,,17.5,30.5,15.8,443.2,51,0.00,83.6149,0
303,"Internal",31,52,0.00,55938.00,75,19.2308,5.76923,19,7,3,1,0.00,1,0.00,0.00,0.00,0.00,,1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11,0.00,0.00,7,251,20,170,147,1,0.00,26,14,73,63,0.00,0.00,0.00,,,,,,,0.00,148,9.4,541.6,84,0.00,74.5098,0
304,"Internal",0.00,0.00,0.00,89930.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,0.00,20,0.00,0.00,11,59,0.00,0.00,0.00,0.00,,,,,,,0.00,20,3.3,11.7,59,0.00,47.0588,0
305,"Internal",132,206,0.00,52188.00,70.3884,16.0194,13.5922,85,31,9,3,4,0.00,0.00,0.00,0.00,0.00,,6,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,0.00,9,0.00,0.00,0.00,22,7,56,0.00,1,0.00,0.00,1,9,26,0.00,0.00,0.00,,,,,,,5,1,0.3,111.7,18,0.00,48.0263,0
306,"Internal",150,311,0.00,52188.00,79.0997,7.71704,13.1833,54,68,12,7,3,0.00,6,0.00,0.00,0.00,,6,,2,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,7,0.00,0.00,0.00,67,5,25,22,0.00,0.00,0.00,,,,,,,4,0.00,14.9,91.1,25,0.00,37.8378,0
307,"Internal",81,100,0.00,52188.00,43,1,56,66,13,1,0.00,1,0.00,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,9,23,0.00,0.00,0.00,0.00,3,0.00,0.00,3,0.00,0.00,22,110,14,0.00,0.00,0.00,,,,,,,0.5,3.5,6.6,32.4,142,0.00,14.557,0
308,"Internal",276,550,0.00,55938.00,72.7273,13.8182,13.4545,144,69,28,10,10,11,4,0.00,0.00,0.00,,15,,0.00,1,0.00,20,0.00,0.00,0.00,1,0.00,0.00,0.00,0.00,0.00,24,13,102,0.00,30,1,14,3,15,21,0.00,0.00,0.00,,,,,,,12,40,4.1,173.9,15,0.00,54.3651,0
309,"Internal",26,45,0.00,39104.00,77.7778,11.1111,11.1111,17,3,5,0.00,0.00,0.00,1,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,7,0.00,0.00,7,5,1,24,0.00,0.00,0.00,1,37,193,23,0.00,0.00,0.00,,,,,,,0.00,0.00,11.3,86.7,203,0.00,23.75,0
310,"Internal",305,520,0.00,52188.00,81.1538,12.1154,6.73077,168,92,20,18,6,1,0.00,0.00,0.00,0.00,,15,,0.00,0.00,0.00,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,6,22,0.00,3,0.00,14,5,21,8,0.00,0.00,0.00,,,,,,,4,7,4.3,51.7,21,0.00,37.7358,0
311,"Internal",273,407,0.00,39104.00,86.9779,7.86241,5.1597,192,53,13,10,2,1,2,0.00,0.00,0.00,,14,,0.00,2,0.00,7,0.00,0.00,0.00,0.00,7,1,0.00,0.00,0.00,6,10,36,0.00,141,0.00,15,9,49,40,0.00,0.00,0.00,,,,,,,5.5,144.5,5.7,110.3,57,0.00,23.4127,0
312,"Internal",158,334,0.00,37172.00,78.4431,14.3713,7.18563,68,48,16,15,4,7,0.00,0.00,0.00,0.00,,9,,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,8,0.00,0.00,11,15,40,55,0.00,0.00,0.00,133,1,3,36,0.00,0.00,0.00,,,,,,,6,0.00,26.9,264.1,11,0.00,54.067,0
313,"Internal",170,273,17,55938.00,77.2894,4.0293,18.6813,106,42,7,13,2,0.00,0.00,0.00,0.00,0.00,,7,,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,10,9,48,0.00,2,0.00,23,7,33,13,0.00,0.00,0.00,,,,,,,1,3,6.7,111.3,33,0.00,61.0526,0
314,"Internal",46,111,0.00,56759.00,56.7568,12.6126,30.6306,22,8,3,5,5,2,1,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,71.4286,0
315,"Internal",302,588,0.00,56759.00,67.6871,13.7755,18.5374,137,92,40,22,8,2,1,0.00,0.00,0.00,,18,,0.00,1,0.00,30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8,49,59,0.00,3,3,11,1,5,7,0.00,0.00,0.00,,,,,,,16,18,3.7,134.3,5,0.00,64.2276,0
316,"Internal",51,62,0.00,37172.00,67.7419,14.5161,17.7419,45,3,2,0.00,1,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,0.00,239,21,0.00,98,0.00,0.00,1,0.00,0.00,0.00,,,,,,,6,260,19.6,82.4,0.00,0.00,51.938,0
317,"Internal",221,462,0.00,46650.00,78.7879,15.1515,6.06061,104,64,18,13,10,10,2,0.00,0.00,0.00,,11,,0.00,0.00,0.00,28,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,6,17,0.00,0.00,0.00,,,,,,,14,14,1.3,21.7,12,0.00,36.7347,0
318,"Internal",25,38,0.00,55938.00,84.2105,0.00,15.7895,17,5,2,0.00,1,0.00,0.00,404,0.00,0.00,,1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,1.2,4.8,0.00,404,20,0
319,"Internal",21,36,0.00,46650.00,86.1111,11.1111,2.77778,13,4,2,1,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,18,0.00,0.00,0.00,0.00,2,39,0.00,0.00,0.00,0.00,0.00,10,0.00,63,0.00,9,29,146,32,0.00,0.00,0.00,,,,,,,9,72,10.5,69.5,187,0.00,36.0465,0
320,"Internal",135,301,0.00,90071.00,64.4518,17.608,17.9402,57,39,11,14,7,7,0.00,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,8.8,35.2,0.00,0.00,73.0769,0
321,"Internal",112,259,0.00,59840.00,65.251,15.8301,18.9189,45,35,10,10,2,6,4,0.00,0.00,0.00,,5,,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3,0.00,11,0.00,22,3,16,16,0.00,0.00,0.00,,,,,,,5,11,5.3,40.7,16,0.00,43.2432,0
322,"Internal",65,133,0.00,55938.00,72.9323,15.0376,12.0301,25,24,10,3,1,1,1,360,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,9,0.00,360,45.0082,0
323,"Internal",279,457,0.00,70962.00,75.4923,12.9103,11.5974,153,92,21,10,1,2,0.00,0.00,0.00,0.00,,14,,0.00,0.00,0.00,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28,0.00,1,2,37,0.00,33,0.00,5,3,15,1,0.00,0.00,0.00,,,,,,,36.5,41.5,1.9,47.1,15,0.00,32.3529,0
324,"Internal",48,113,0.00,56759.00,55.7522,6.19469,38.0531,10,23,7,4,4,0.00,0.00,0.00,0.00,0.00,,2,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,0.00,0.00,0.00,0.00,0.00,0.00,1,0.00,0.00,0.00,,,,,,,0.00,0.00,0.00,3,0.00,0.00,50,0
325,"Internal",103,186,0.00,59840.00,69.3548,10.2151,20.4301,56,26,11,5,5,0.00,0.00,0.00,0.00,0.00,,3,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0.00,0.00,1.8,7.2,0.00,0.00,40,0
